data;id;command
2022-08-02;889524085;🏃Соревнования🏃
2022-08-03;889524085;🏃Соревнования🏃
2022-08-03;889524085;Регистрация
2022-08-03;889524085;👈Вернуться назад
2022-08-04;889524085;🏃Соревнования🏃
2022-10-01;889524085;Регистрация
2022-10-01;889524085;👈Вернуться назад
2022-10-01;889524085;Магазин🧦👟🕶️
